WELL_ID,LAT,LONG,LL_REF,X,Y,XY_REF,TOP070_Pierre,TOP097_Mowry,TOP125_InyanKara,TOP145_Swift_lower,TOP170_Rierdon,TOP183_Piper,TOP201_Spearfish,TOP307_Tyler,TOP323_Otter,TOP330_Kibbey,TOP335_Charles,TOP340_MissionCanyon,TOP349_Lodgepole,TOP357_Bakken_upper,TOP362_Bakken_middle,TOP364_Bakken_lower,TOP368_ThreeForks,TOP372_Duprow,TOP377_DawsonBay,TOP382_Prairie,TOP383_Prairie_evaporite,TOP388_Winnipegosis,TOP408_Ashern,TOP419_Interlake,TOP445_RedRiver,TOP458_Winnipeg,TOP467_Icebox_base,TOP470_Deadwood,TOP542_Basement,TVT070_Pierre_2_Mowry,TVT097_Mowry_2_InyanKara,TVT125_InyanKara_2_Swift_lower,TVT145_Swift_lower_2_Rierdon,TVT170_Rierdon_2_Piper,TVT183_Piper_2_Spearfish,TVT201_Spearfish_2_Tyler,TVT307_Tyler_2_Otter,TVT323_Otter_2_Kibbey,TVT330_Kibbey_2_Charles,TVT335_Charles_2_MissionCanyon,TVT340_MissionCanyon_2_Lodgepole,TVT349_Lodgepole_2_Bakken_upper,TVT357_Bakken_upper_2_Bakken_middle,TVT362_Bakken_middle_2_Bakken_lower,TVT364_Bakken_lower_2_ThreeForks,TVT368_ThreeForks_2_Duprow,TVT372_Duprow_2_DawsonBay,TVT377_DawsonBay_2_Prairie,TVT382_Prairie_2_Prairie_evaporite,TVT383_Prairie_evaporite_2_Winnipegosis,TVT388_Winnipegosis_2_Ashern,TVT408_Ashern_2_Interlake,TVT419_Interlake_2_RedRiver,TVT445_RedRiver_2_Winnipeg,TVT458_Winnipeg_2_Icebox_base,TVT467_Icebox_base_2_Deadwood,TVT470_Deadwood_2_Basement
1,46.43037087,-105.0129553,NAD27 WKID 4267,-2275659,8653034,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1779,-2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,
2,46.51690441,-104.7878375,NAD27 WKID 4267,-2216078,8679044,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2020,,,,,,,,-4568,-4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,
3,46.71405259,-105.5944382,NAD27 WKID 4267,-2411598,8770011,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1708,-2228,,-3007,,,,,,-4273,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,
4,46.51369092,-105.5308914,NAD27 WKID 4267,-2402971,8695939,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1674,-2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,
5,46.43067021,-105.2604918,NAD27 WKID 4267,-2337953,8659151,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1712,-2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,
6,46.52889264,-105.2141086,NAD27 WKID 4267,-2322822,8693563,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1759,-2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,
7,46.39789723,-105.1973234,NAD27 WKID 4267,-2323207,8645738,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1952,-2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,,,,
8,46.36579094,-104.9285483,NAD27 WKID 4267,-2256614,8627636,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,46.31146622,-105.0125628,NAD27 WKID 4267,-2279656,8609966,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,46.45763148,-105.4247945,NAD27 WKID 4267,-2378328,8672986,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,-2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,46.79027083,-105.6465246,NAD27 WKID 4267,-2421839,8798887,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-3054,,,,,,-4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,46.83013635,-105.8197925,NAD27 WKID 4267,-2463692,8817747,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,-4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48.56856485,-105.2811363,NAD27 WKID 4267,-2267600,9430768,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,48.57949566,-105.5212343,NAD27 WKID 4267,-2325673,9440497,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1007,-1545,-2223,-2406,-2843,-3006,-3181,-3181,-3232,-3393,-4076,-4643,-4909,-4913,-4956,-4959,-5142,-5928,-5999,-6023,,-6090,-6095,-6572,-6870,,,,,537,678,183,438,163,174,,52,161,683,567,267,4,43,4,182,787,71,24,,,5,477,298,,,
15,48.63733566,-105.3249021,NAD27 WKID 4267,-2275827,9456518,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1090,,,,,,,,-3341,-3488,-4200,-4759,-5054,-5059,-5114,-5121,-5296,-6103,-6174,-6198,,-6269,-6286,-6800,,,,,,,,,,,,,,147,712,559,295,4,56,6,176,807,72,24,,,17,514,,,,
16,48.69549033,-105.3953365,NAD27 WKID 4267,-2290890,9479094,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,48.72080662,-105.2969952,NAD27 WKID 4267,-2266096,9485826,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1063,,-2222,-2425,-2850,-3031,-3256,-3257,-3275,-3450,-4112,-4731,-5002,-5012,-5067,-5078,-5271,-6099,-6180,-6199,,-6446,-6481,-6961,,,,,,,,203,425,181,229,1,18,175,662,619,272,10,55,11,193,828,81,19,,,34,480,,,,
18,48.74970574,-105.591914,NAD27 WKID 4267,-2336690,9503342,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-2057,,,,,,,,,-4607,-4613,-4664,-4669,-4841,,,,,,,,,,,,,,,,,,,,,,,,,5,51,5,172,,,,,,,,,,,
19,48.836482,-105.6194022,NAD27 WKID 4267,-2340201,9535156,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,48.85444533,-105.728211,NAD27 WKID 4267,-2365918,9544294,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-866,-1445,-1989,-2154,-2621,-2803,,,,-3002,-3517,-4074,-4346,-4352,-4406,-4418,-4595,-5461,-5530,-5551,-5551,-5614,-5626,,,,,,,580,544,165,467,183,,,,,515,557,272,6,54,12,176,866,69,22,,63,12,,,,,
21,48.86563088,-105.5152108,NAD27 WKID 4267,-2313888,9543062,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-965,-1492,-2080,-2252,-2722,-2905,,,-3073,-3177,-3859,-4325,-4579,-4591,-4652,-4670,-4861,-5726,-5797,-5816,-5934,-6011,-6020,-6459,,,,,,527,587,173,469,184,,,,104,683,465,255,11,61,18,191,865,72,18,118,77,10,439,,,,
22,48.86907458,-106.0024163,NAD27 WKID 4267,-2431808,9556462,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-640,,,,,-2565,,,,-2733,,,-3929,-3932,-3983,-3991,-4159,,,,,,,,,,,,,,,,,,,,,,,,,4,50,8,168,,,,,,,,,,,
23,48.88747572,-105.509805,NAD27 WKID 4267,-2311791,9550767,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,-2875,,,,-3122,-3799,-4285,-4553,-4562,-4612,-4636,-4827,-5697,-5766,-5784,-5897,-5975,-5985,-6482,,,,,,,,,,,,,,,677,486,268,9,50,24,190,870,69,18,112,78,10,497,,,,
24,48.91612185,-105.3181066,NAD27 WKID 4267,-2264330,9556428,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-2978,-3081,-3738,-4352,-4597,-4605,-4658,-4672,-4871,-5717,-5797,-5810,-6009,-6085,-6106,,,,,,,,,,,,,,,103,658,614,245,8,53,14,199,846,80,13,199,76,21,,,,,
25,48.941036,-105.7798641,NAD27 WKID 4267,-2375229,9576635,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-801,-1383,-1905,-2108,-2565,-2737,,,,-2922,,,-4196,-4202,-4261,-4276,-4453,-5339,-5406,-5433,-5434,-5492,-5500,,,,,,,582,522,203,457,172,,,,,,,,6,59,15,177,886,67,27,1,58,7,,,,,
26,48.82942635,-105.1495096,NAD27 WKID 4267,-2226493,9521334,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-972,-1445,-2100,-2320,-2748,-2944,-3099,-3098,-3233,-3392,-4107,-4681,-4962,-4970,-5023,-5034,-5233,-6044,-6127,-6142,-6330,-6406,-6435,-6968,,,,,,473,655,220,428,196,158,,135,158,715,574,282,7,54,11,198,811,84,15,187,77,28,533,,,,
27,48.97398817,-105.3730978,NAD27 WKID 4267,-2275596,9578498,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-857,-1364,-1955,-2133,-2606,-2789,,,-2951,-3062,,-4259,-4504,-4512,-4573,-4589,-4786,-5671,-5746,-5756,-5981,-6063,-6091,-6582,,,,,,507,592,177,473,184,,,,111,,,245,8,61,16,197,885,75,10,225,82,27,492,,,,
28,48.67731853,-105.1388648,NAD27 WKID 4267,-2229179,9466469,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1205,-1668,-2430,-2645,-3053,-3232,-3455,-3455,-3578,-3719,-4483,-5025,-5355,-5365,-5422,-5436,-5620,-6417,-6500,-6514,-6686,-6763,-6799,-7318,,,,,,462,762,215,408,179,225,0,122,142,763,542,331,9,58,14,184,796,83,13,172,77,36,520,,,,
29,48.75424574,-105.400127,NAD27 WKID 4267,-2289961,9500303,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-965,-1487,-2122,-2323,-2759,-2938,-3167,-3167,-3165,-3305,-3964,-4574,-4802,-4811,-4869,-4880,-5071,,,,,,,,,,,,,522,635,201,436,180,227,0,,139,659,610,228,8,58,11,191,,,,,,,,,,,
30,48.81465992,-105.7208912,NAD27 WKID 4267,-2365609,9529840,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-916,,,-2186,-2662,-2846,,,,-3084,-3584,-4094,-4406,-4412,-4468,-4480,-4668,,,,,,,,,,,,,,,,476,184,,,,,500,511,311,7,55,12,188,,,,,,,,,,,
31,48.82739466,-105.1716886,NAD27 WKID 4267,-2231944,9521125,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-993,-1469,-2103,-2323,-2748,-2947,-3102,-3103,-3241,-3402,-4112,-4694,-4967,-4975,-5031,-5044,-5239,-6056,-6132,-6147,-6306,-6385,-6407,-6937,-7239,,,,,476,634,220,425,199,158,1,138,161,711,581,273,8,56,13,195,817,76,15,159,78,22,530,302,,,
32,48.74228583,-105.7507439,NAD27 WKID 4267,-2375522,9504617,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,-2988,-3552,-4093,-4360,-4366,-4406,-4412,-4588,-5425,-5494,-5521,-5522,-5562,-5572,,,,,,,,,,,,,,,,564,541,267,6,40,6,176,836,69,27,1,40,10,,,,,
33,48.8581232,-105.6219378,NAD27 WKID 4267,-2340027,9542982,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-984,,,-2243,,-2926,,,,,,,-4518,-4527,-4579,-4591,,,,,,,,,,,,,,,,,,,,,,,,,,9,52,13,,,,,,,,,,,,
34,48.92246306,-105.6889002,NAD27 WKID 4267,-2353895,9567712,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-912,,,-2197,-2636,-2817,,,,-2998,,,,,,,,,,,,,,,,,,,,,,,439,180,,,,,,,,,,,,,,,,,,,,,,
35,48.80397894,-105.5534838,NAD27 WKID 4267,-2325395,9521876,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-995,,,-2289,-2739,-2917,,,-3092,-3207,,,,,,,,,,,,,,,,,,,,,,,450,178,,,,115,,,,,,,,,,,,,,,,,,
36,48.93783544,-105.4445292,NAD27 WKID 4267,-2294174,9567249,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-901,,,-2180,,-2859,,,-3006,,,-4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,48.94318759,-106.0622663,NAD27 WKID 4267,-2443481,9584566,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,-2657,,,-3822,-3830,-3879,-3893,-4076,-4957,-5015,,,,,,,,,,,,,,,,,,,,,,,8,48,14,183,881,58,,,,,,,,,
38,48.75677327,-105.7886999,NAD27 WKID 4267,-2384199,9510766,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-808,,,-2108,-2571,-2748,,,,-2957,-3495,-4009,-4326,-4332,-4376,-4386,-4564,,,,,,,,,,,,,,,,463,177,,,,,538,514,318,6,44,10,178,,,,,,,,,,,
39,48.76039457,-105.8215172,NAD27 WKID 4267,-2392029,9512890,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,48.64099422,-105.7619043,NAD27 WKID 4267,-2381979,9468541,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-829,-1361,-1977,-2157,-2608,-2780,,,-2910,-3011,-3587,-4061,-4400,-4405,-4440,-4445,-4625,-5445,-5512,-5540,-5540,,-5604,-6058,,,,,,532,615,180,451,172,,,,102,576,474,339,5,35,5,180,821,67,27,0,,,454,,,,
41,48.68466409,-105.4281801,NAD27 WKID 4267,-2299259,9476000,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1071,-1607,-2249,-2440,-2879,-3056,,,-3277,-3421,-4126,-4697,-4942,-4951,-5004,-5013,-5192,-6003,-6078,-6105,-6105,-6175,-6187,-6681,,,,,,536,642,191,440,177,,,,144,705,572,245,9,53,9,179,810,75,28,0,70,12,494,,,,
42,48.67371596,-105.9744329,NAD27 WKID 4267,-2432412,9485669,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-584,-1159,-1735,-1900,-2361,-2522,,,-2679,-2723,,,-4012,-4018,-4034,-4038,,-5124,-5183,-5209,-5209,,-5287,,,,,,,575,575,166,461,161,,,,44,,,,5,16,4,,,59,26,0,,,,,,,
43,48.70618231,-105.8923199,NAD27 WKID 4267,-2411243,9495227,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,48.69885382,-105.9690197,NAD27 WKID 4267,-2430147,9494551,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-631,,,-1945,-2420,-2581,,,-2728,-2769,-3242,,-4036,-4043,-4070,-4080,-4288,,,,,,,,,,,,,,,,475,161,,,,41,472,,,7,27,10,208,,,,,,,,,,,
45,48.61188277,-105.0574057,NAD27 WKID 4267,-2211617,9441059,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1413,-1884,-2619,-2819,-3242,-3423,-3658,-3657,-3838,-3962,-4743,-5302,-5661,-5669,-5723,-5734,-5915,-6703,-6779,-6796,-6949,-7021,-7070,-7580,,,,,,471,735,200,423,181,233,,181,124,782,559,359,8,54,11,181,789,76,16,153,72,49,510,,,,
46,48.73327687,-105.6769016,NAD27 WKID 4267,-2357925,9499545,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-873,,,-2185,-2646,-2820,,,-3002,-3067,-3652,-4198,-4475,-4481,-4523,-4533,-4705,,,,,,,,,,,,,,,,461,174,,,,65,585,546,276,6,43,9,172,,,,,,,,,,,
47,48.68817339,-105.2917009,NAD27 WKID 4267,-2265959,9473982,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48.58883056,-105.6763075,NAD27 WKID 4267,-2363079,9447675,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-884,-1421,-2100,-2270,-2713,-2870,,,-3049,-3180,-3776,-4292,-4599,-4602,-4635,-4638,-4825,,,,,,,,,,,,,537,678,170,444,156,,,,132,596,516,307,3,33,3,188,,,,,,,,,,,
49,48.68460268,-105.3625257,NAD27 WKID 4267,-2283302,9474395,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1108,-1623,-2272,-2463,-2902,-3087,-3309,-3309,-3324,-3485,-4182,-4769,-5032,-5037,-5095,-5103,-5285,-6094,-6166,-6190,-6192,-6257,-6287,-6764,,,,,,515,649,191,439,186,223,,15,160,698,586,264,5,57,8,183,809,72,24,3,64,30,477,,,,
50,48.85091459,-105.6304995,NAD27 WKID 4267,-2342365,9540607,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,48.76428346,-105.4008708,NAD27 WKID 4267,-2289784,9503924,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,,,-3948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,48.86218298,-105.2263571,NAD27 WKID 4267,-2243990,9534898,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-942,,-2069,,,,,,-3084,-3284,-3979,-4526,-4807,-4814,-4867,-4881,-5083,-5910,-5995,-6006,-6206,-6283,-6308,-6816,-7133,,,,,,,,,,,,,200,695,547,281,7,53,14,202,827,85,11,200,77,25,509,317,,,
53,48.69895515,-105.1546764,NAD27 WKID 4267,-2232273,9474611,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,48.57604093,-105.301612,NAD27 WKID 4267,-2272323,9433943,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1134,-1647,-2324,-2511,-2945,-3117,-3247,-3246,-3471,-3612,-4368,-4912,-5220,-5225,-5275,-5282,-5488,-6289,-6361,-6405,-6405,-6470,-6506,-6990,-7281,,,,,513,677,187,434,172,173,0,225,141,756,543,309,5,50,7,206,801,72,45,0,65,35,484,291,,,
55,48.84922113,-105.592023,NAD27 WKID 4267,-2333100,9539053,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-965,,,,,,,,-3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,48.6880972,-105.155253,NAD27 WKID 4267,-2232790,9470725,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1199,-1671,-2397,-2616,-3033,-3222,-3433,-3434,-3567,-3721,-4475,-5005,-5333,-5342,-5408,-5422,-5611,-6416,-6498,-6512,-6687,-6762,-6806,-7311,,,,,,471,726,219,417,189,214,0,134,154,754,530,328,9,66,14,189,805,82,13,176,75,44,505,,,,
57,48.71350156,-105.2914132,NAD27 WKID 4267,-2264997,9483070,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1056,-1551,-2215,-2420,-2845,-3024,-3268,-3269,-3287,-3440,-4129,-4740,-5008,-5017,-5073,-5084,-5279,,,,,,,,,,,,,495,664,205,425,179,246,1,18,153,689,611,268,8,56,11,194,,,,,,,,,,,
58,48.74696314,-105.755567,NAD27 WKID 4267,-2376520,9506416,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-827,-1366,-1945,-2123,-2586,-2757,,,,-2977,-3530,-4046,-4356,-4362,-4402,-4410,-4586,-5432,-5497,-5519,-5521,-5564,-5578,,,,,,,539,579,179,463,171,,,,,553,516,310,6,40,8,176,846,64,23,1,44,13,,,,,
59,48.86855282,-105.7319452,NAD27 WKID 4267,-2366303,9549447,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-879,-1422,-1985,-2149,-2620,-2794,,,,-2977,-3482,-4082,-4330,-4337,-4393,-4404,-4588,-5457,-5526,-5549,-5549,-5613,-5626,-6147,-6343,,,,,543,563,164,471,174,,,,,505,600,248,6,56,11,184,870,68,24,0,64,13,521,195,,,
60,48.89956595,-105.2733826,NAD27 WKID 4267,-2254078,9549425,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-897,-1401,-1995,-2212,-2664,-2850,-3062,-3063,-3064,-3173,-3810,-4415,-4686,-4693,-4748,-4764,-4971,-5813,-5894,-5903,-6114,-6192,-6217,-6721,,,,,,504,594,216,452,186,216,1,2,109,637,605,271,7,55,16,207,842,81,9,211,78,25,503,,,,
61,48.69163292,-105.7558775,NAD27 WKID 4267,-2378641,9486567,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-765,-1300,-1910,-2086,-2544,-2711,,,-2870,-2949,-3524,-3978,-4360,-4367,-4404,-4410,-4578,-5424,,,,,,,,,,,,535,610,176,458,167,,,,80,575,454,382,6,37,6,168,845,,,,,,,,,,
62,48.81106876,-105.1278321,NAD27 WKID 4267,-2221869,9514237,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1009,-1495,-2125,-2347,-2778,-2971,-3126,-3126,-3266,-3406,-4140,-4745,-5015,-5022,-5072,-5082,-5272,-6061,-6146,-6158,-6343,-6414,-6426,-6959,-7256,,,,,485,630,223,431,194,154,,141,140,734,606,269,8,50,10,190,789,85,12,185,72,12,533,298,,,
63,48.58312725,-105.6030894,NAD27 WKID 4267,-2345467,9443813,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-927,-1463,-2126,-2300,-2755,-2919,-3070,-3071,-3127,-3258,-3919,-4472,-4732,-4737,-4775,-4778,-4950,-5740,-5811,-5829,-5829,,-5904,-6369,,,,,,536,663,175,455,163,153,1,56,131,661,553,261,4,38,3,172,790,71,18,0,,,464,,,,
64,48.80744498,-105.1223503,NAD27 WKID 4267,-2220664,9512808,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,48.83645247,-105.1771748,NAD27 WKID 4267,-2232960,9524505,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,48.79901761,-105.1189417,NAD27 WKID 4267,-2220128,9509703,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,48.81831741,-105.1442833,NAD27 WKID 4267,-2225610,9517224,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,48.74628554,-105.4823619,NAD27 WKID 4267,-2310214,9499436,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,48.69537614,-105.1880906,NAD27 WKID 4267,-2240520,9474112,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,48.61558928,-105.2811696,NAD27 WKID 4267,-2265953,9447662,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1155,-1668,-2322,-2508,-2948,-3127,-3307,-3307,-3449,-3585,-4332,-4887,-5191,-5196,-5244,-5248,-5420,,,,,,,,,,,,,513,654,187,440,179,183,0,141,136,747,555,303,5,48,4,173,,,,,,,,,,,
71,48.94829951,-105.2192421,NAD27 WKID 4267,-2239258,9565629,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-895,,,,,,,,,,-3793,-4373,-4669,-4677,-4736,-4753,,,,,,,,,,,,,,,,,,,,,,,,581,296,8,59,17,,,,,,,,,,,,
72,48.86550479,-105.5920421,NAD27 WKID 4267,-2332513,9544895,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,48.99271895,-105.2639184,NAD27 WKID 4267,-2248517,9582617,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-843,-1366,-1929,-2135,-2588,-2773,,,-2928,-3042,,-4239,-4496,-4502,-4558,-4574,-4760,-5619,-5707,-5720,-5925,-6002,-6018,-6553,,,,,,524,563,206,453,185,,,,115,,,258,6,55,16,186,860,87,13,206,77,16,535,,,,
74,48.76866443,-105.9306547,NAD27 WKID 4267,-2418202,9518619,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-646,-1221,-1769,-1928,-2406,-2577,,,-2686,-2761,-3210,-3782,-4028,-4032,-4048,-4052,-4298,-5139,-5212,,,,,,,,,,,575,548,158,479,171,,,,75,449,572,245,5,15,4,247,840,73,,,,,,,,,
75,48.81890266,-105.9718505,NAD27 WKID 4267,-2426299,9537689,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-1915,-2395,,,,,-2734,-3167,-3764,-3968,-3974,-4016,-4024,-4192,-5072,-5139,-5164,-5164,,-5241,,,,,,,,,,480,,,,,,433,597,204,5,42,8,168,880,67,25,0,,,,,,,
76,48.69150442,-105.5149602,NAD27 WKID 4267,-2320105,9480565,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,48.72609613,-105.6082759,NAD27 WKID 4267,-2341522,9495271,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,48.615674,-105.1665803,NAD27 WKID 4267,-2238061,9444977,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1341,-1823,-2528,-2744,-3157,-3329,-3517,-3517,-3680,-3798,-4615,-5164,-5502,-5508,-5562,-5572,-5752,-6539,-6611,-6627,-6632,-6718,-6755,-7262,,,,,,481,705,216,413,173,183,,163,118,817,549,338,5,54,10,181,786,72,17,5,86,36,507,,,,
79,48.65376121,-105.2288336,NAD27 WKID 4267,-2251880,9460129,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1164,-1652,-2340,-2556,-2964,-3148,-3335,-3335,-3465,-3609,-4314,-4897,-5204,-5212,-5267,-5275,-5464,-6262,-6339,-6351,-6509,-6577,-6605,-7118,,,,,,488,688,216,408,184,189,0,130,144,705,583,308,7,56,8,190,798,76,12,159,68,28,513,,,,
80,48.78650319,-105.4591748,NAD27 WKID 4267,-2303142,9513308,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
